Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Asset type),Custom field (Asset type),Custom field (Backout plan),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Department),Custom field (Department),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Implementation plan),Custom field (Investigation reason),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Priority),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Vulnerability),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Verificarea compatibilității meniului ”Link-uri Utile” cu Samsung Galaxy S20 Ultra,NPT-99,19621,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 5:48 AM,25/Jul/24 3:27 PM,25/Jul/24 8:44 PM,25/Jul/24 7:16 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Verificarea faptului că meniul menționat în sumar se prezintă aproximativ la fel pe Samsung Galaxy S20 Ultra (fără să fie generate defecte), fiind utilizat browser-ul Google Chrome, ca și atunci când utilizatorul final interacționează cu meniul utilizând calculatorul personal. 

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final utilizează browser-ul Google Chrome pentru a accesa pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Meniul nu reprezintă în continuare niciun pericol pentru poziționarea altor elemente din acea zonă a site-ului web, fiind corect amplasat.
* În cadrul meniului nu apar alte butoane sau alte elemente care nu au legătură cu meniul.
* Butoanele nu suferă modificări de natură să provoace defecte în urma schimbării rezoluției de vizualizare.
* Butoanele în continuare redirecționează utilizatorul final către site-urile web așteptate.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-52,NPT-56,NPT-57,NPT-49,NPT-50,NPT-51,NPT-105,NPT-106,,,NPT-53,NPT-55,NPT-54,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@f12f2b,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01f8x:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_5287730_*|*_10000_*:*_1_*:*_706_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
"Butonul ”Ministerul Dezvoltării Regionale și Turismului”, din meniul ”Link-uri Utile”, nu redirecționează utilizatorul final către site-ul web așteptat",NPT-97,19619,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 4:50 AM,25/Jul/24 8:28 PM,25/Jul/24 8:44 PM,25/Jul/24 7:16 AM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Butonul amintit în sumar nu conduce utilizatorul final către site-ul web așteptat, ci către: [http://www.mdlpl.ro/|http://www.mdlpl.ro/|smart-link].

*Precondiții* 

* Este utilizat pentru testare un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Prezența trebuie să fie realizată pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pași de reproducere*

* Se accesează pagina principală a [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].
* Pe urmă, se caută meniul ”Link-uri utile”/sidebar-ul (pe partea dreaptă).
* Se indentifică butonul: ”Ministerul Dezvoltării Regionale și Turismului”.
* Se apasă butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezată, click-ul fiind poziționat pe butonul ”Ministerul Dezvoltării Regionale și Turismului”.

*Rezultate așteptate*

* Butonul redirecționează utilizatorul final către site-ul web așteptat.

*Rezultate actuale*

* Utilizatorul final nu este condus către site-ul web așteptat.",testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-56,,,,,,,,,,NPT-93,,,,,,,,,,25/Jul/24 4:55 AM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17598).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11638,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5e65eb25,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01f8p:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_8781491_*|*_10001_*:*_1_*:*_0,"25/Jul/24 4:55 AM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17598).png|width=1772,height=1006,alt=""Screenshot (17598).png""!",,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
"Butonul ”AM PODCA”, din meniul ”Link-uri Utile”, redirecționează utilizatorul final către un site web inaccesibil",NPT-96,19618,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 4:41 AM,25/Jul/24 8:28 PM,25/Jul/24 8:44 PM,25/Jul/24 7:16 AM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Butonul amintit în sumar conduce utilizatorul final către un site web care nu poate fi accesat: [https://www.fonduriadministratie.ro|https://www.fonduriadministratie.ro]

*Precondiții* 

* Este utilizat pentru testare un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Prezența trebuie să fie realizată pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pași de reproducere*

* Se accesează pagina principală a [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].
* Pe urmă, se caută meniul ”Link-uri utile”/sidebar-ul (pe partea dreaptă).
* Se indentifică butonul: ”AM PODCA”.
* Se apasă butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezată, click-ul fiind poziționat pe butonul ”AM PODCA”.

*Rezultate așteptate*

* Butonul redirecționează utilizatorul final către un site web accesibil.

*Rezultate actuale*

* Utilizatorul final este condus către un site web care nu poate fi accesat.",testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-49,,,,,,,,,,NPT-93,,,,,,,,,,25/Jul/24 4:48 AM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17599).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11637,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@79c338ab,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01f8h:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_9312712_*|*_10000_*:*_1_*:*_10076_*|*_10001_*:*_1_*:*_0,"25/Jul/24 4:48 AM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17599).png|width=1756,height=455,alt=""Screenshot (17599).png""!",,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
Verificarea compatibilității meniului ”Link-uri Utile” cu browser-ul Mozilla Firefox,NPT-95,19617,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 2:34 AM,25/Jul/24 3:24 PM,25/Jul/24 8:44 PM,25/Jul/24 7:16 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Verificarea faptului că meniul menționat în sumar se prezintă exact la fel pe browser-ul Mozilla Firefox, ca și atunci când utilizatorul final interacționează cu meniul utilizând browser-ul Google Chrome.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Mozilla Firefox, împreună cu un set de periferice și monitor.
* Utilizatorul final se află pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Meniul nu reprezintă în continuare niciun pericol pentru poziționarea altor elemente din acea zonă a site-ului web, fiind corect amplasat.
* În cadrul meniului nu apar alte butoane sau alte elemente care nu au legătură cu meniul.
* Butoanele nu suferă modificări de natură să provoace defecte în urma schimbării rezoluției de vizualizare.
* Butoanele în continuare redirecționează utilizatorul final către site-urile web așteptate.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-52,NPT-53,NPT-54,NPT-56,NPT-57,NPT-49,NPT-50,NPT-51,NPT-103,NPT-104,NPT-55,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7228b1e5,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01f89:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_16941473_*|*_10000_*:*_1_*:*_880_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
Verificarea compatibilității meniului ”Link-uri Utile” cu iPad Pro,NPT-94,19616,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 2:18 AM,25/Jul/24 3:24 PM,25/Jul/24 8:44 PM,25/Jul/24 7:16 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Verificarea faptului că meniul menționat în sumar se prezintă aproximativ la fel pe iPad Pro (fără să fie generate defecte), fiind utilizat browser-ul Google Chrome, ca și atunci când utilizatorul final interacționează cu meniul utilizând calculatorul personal. 

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final utilizează browser-ul Google Chrome pentru a accesa pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Meniul nu reprezintă în continuare niciun pericol pentru poziționarea altor elemente din acea zonă a site-ului web, fiind corect amplasat.
* În cadrul meniului nu apar alte butoane sau alte elemente care nu au legătură cu meniul.
* Butoanele nu suferă modificări de natură să provoace defecte în urma schimbării rezoluției de vizualizare.
* Butoanele în continuare redirecționează utilizatorul final către site-urile web așteptate.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-52,NPT-53,NPT-54,NPT-56,NPT-57,NPT-49,NPT-50,NPT-51,NPT-101,NPT-102,NPT-55,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7467e36a,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01f81:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_17636150_*|*_10000_*:*_1_*:*_247095_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
Verificarea structurii și a funcționalității meniului ”Link-uri Utile”,NPT-93,19615,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 1:53 AM,25/Jul/24 3:24 PM,25/Jul/24 8:44 PM,25/Jul/24 7:16 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Verificarea faptului că meniul menționat în sumar este conform așteptărilor.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final utilizează browser-ul Google Chrome pentru a accesa pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Meniul nu reprezintă niciun pericol pentru poziționarea altor elemente din acea zonă a site-ului web, fiind corect amplasat.
* Titlului meniului i s-a aplicat un font potrivit și o culoare potrivită, fiind și corect amplasat.
* În cadrul meniului nu se află butoane sau alte elemente care nu au legătură cu meniul.
* Butoanele redirecționează utilizatorul final către site-urile web așteptate.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-52,NPT-53,NPT-54,NPT-56,NPT-57,NPT-49,NPT-50,NPT-51,NPT-96,NPT-97,NPT-55,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1596883f,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01f7t:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_19383105_*|*_10000_*:*_1_*:*_1193_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
Verificarea iconiței: ”mail”,NPT-70,18875,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,18/Jun/24 1:53 AM,25/Jul/24 4:35 PM,25/Jul/24 4:26 PM,18/Jun/24 2:09 AM,,Primariatechirghiol_versiunea_1.0_PentruAltăDată,,,0,"Verificarea faptului că iconița amintită în sumar este conformă, perfect vizibilă și corect poziționată.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final se află pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Iconița este corect amplasată.
* Iconița este corect aleasă pentru textul cu care este corelat.
* Iconița nu prezintă probleme legate de aspectul vizual, și nu afectează poziționarea celorlalte elemente.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-36,NPT-72,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b8531dd,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01bc9:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_920659_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 2:09 AM
Titlul meniului: ”Link-uri Utile”,NPT-57,18856,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:29 PM,25/Jul/24 7:16 AM,25/Jul/24 8:44 PM,25/Jul/24 7:16 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Titlul acestui meniu este amplasat pe partea dreaptă a paginii/sidebar, deasupra butoanelor: AM PODCA, Președintele României, Guvernul României, Senatul României, Camera Deputaților, Uniunea Europeană, Infoeuropa, Ministerul Dezvoltării Regionale și Turismului.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,,,,,,,,,,NPT-93,NPT-94,NPT-95,NPT-99,NPT-100,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3204c8c1,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b81:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_3253574209_*|*_10000_*:*_1_*:*_620_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
Buton: ”Ministerul Dezvoltării Regionale și Turismului”,NPT-56,18855,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:22 PM,25/Jul/24 7:16 AM,25/Jul/24 3:23 PM,25/Jul/24 7:16 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Prin apăsarea butonului acesta, utilizatorul final ar trebui să fie redirecționat către site-ul web al fostului Minister al Dezvoltării Regionale și Turismului, actual ”Ministerul Dezvoltării, Lucrărilor Publice și Administrației”:

[https://mdlpa.ro|https://mdlpa.ro]",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,,,,,,,,,,NPT-93,NPT-94,NPT-95,NPT-97,NPT-99,NPT-100,NPT-102,NPT-104,NPT-106,NPT-108,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2558990e,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b7t:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_3254010380_*|*_10000_*:*_1_*:*_542_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
Buton: ”Infoeuropa”,NPT-55,18854,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:19 PM,25/Jul/24 3:26 PM,25/Jul/24 3:25 PM,25/Jul/24 7:16 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Prin apăsarea butonului acesta, utilizatorul final ar trebui să fie redirecționat către site-ul web:

[http://ec.europa.eu/romania/index_ro|http://ec.europa.eu/romania/index_ro.htm]",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,NPT-93,NPT-94,NPT-95,NPT-100,NPT-99,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22e18b91,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b7l:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_3253805374_*|*_10000_*:*_1_*:*_374732_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
Buton: ”Uniunea Europeană”,NPT-54,18853,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:18 PM,25/Jul/24 3:27 PM,25/Jul/24 3:26 PM,25/Jul/24 7:16 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Prin apăsarea butonului acesta, utilizatorul final ar trebui să fie redirecționat către site-ul web:

[http://europa.eu/index_ro|http://europa.eu/index_ro] ",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,NPT-99,,,,,,,,,NPT-93,NPT-94,NPT-95,NPT-100,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@713cdeea,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b7d:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_3254279410_*|*_10000_*:*_1_*:*_559_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
Buton: ”Camera Deputaților”,NPT-53,18852,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:16 PM,25/Jul/24 3:25 PM,25/Jul/24 3:25 PM,25/Jul/24 7:15 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Prin apăsarea butonului acesta, utilizatorul final ar trebui să fie redirecționat către site-ul web:

[http://www.cdep.ro|http://www.cdep.ro/]",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,NPT-99,,,,,,,,,NPT-93,NPT-94,NPT-95,NPT-100,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3e839622,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b75:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_3254345090_*|*_10000_*:*_1_*:*_580_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:15 AM
